id,text,category
1167,"[CQ:face,id=344][CQ:face,id=344]鼠鼠我主要等着暑假的预推免",normal
1168,"这是偷钱那个燕子吗[CQ:face,id=230][CQ:face,id=230]",normal
1169,请问大二小学期python和JAVA哪个给分高一点,normal
1170,"可以找群友要嘛[CQ:face,id=111]",normal
1171,怎么评的,normal
1172,感觉如果不是为了加综测，计算机考级没什么意义,normal
1173,急需勤工俭学，男女生不限，日结180元，线上兼职。加入QQ群：745928361，赶紧加入吧,fraud
1174,兼职勤工俭学，工资日结180元，无需出校门。欢迎加入QQ群：572843196，一起赚钱,fraud
1175,"[CQ:reply,id=-1671499603][CQ:at,qq=1842854353] [CQ:at,qq=1842854353] 要几个",normal
1176,我也尽量让他出去,normal
1177,"你在小瞧卡西欧[CQ:face,id=317]",normal
1178,体测中心和50米都不能补测吗,normal
1179,而且进企业的话也没那么严格,normal
1180,确实比齐齐哈尔少,normal
1181,"[CQ:reply,id=-1812566848][CQ:at,qq=957188082] 我也有点",normal
1182,我就在喝奶茶,normal
1183,反正肉没少,normal
1184,啧,normal
1185,推荐用摆烂的心理面对世界,normal
1186,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：524379681，详聊,fraud
1187,大连号手机卡免费改成月租19元,normal
1188,确实,normal
1189,有人看欧联杯吗,normal
1190,我make love的时候，还挺就久的,normal
1191,做speexx期末考试能长按翻译吗,normal
1192,周末休息也准时,normal
1193,我上次就上当了(,normal
1194,害怕,normal
1195,你兰歧视本省,normal
1196,近代史机考是真ex啊,normal
1197,没啥用,normal
1198,紧张又刺激！,normal
1199,"[CQ:reply,id=-370385764][CQ:at,qq=1034456463] +1",normal
1200,开发区还有打印店吗,normal
1201,纯交流营,normal
1202,有在魔宿租的吗,normal
1203,无敌小攻的小媳妇儿,normal
1204,我也汇报捏,normal
1205,你呢,normal
1206,各找各的其实就造成现在这种状况,normal
1207,"[CQ:reply,id=-281571594][CQ:at,qq=1216609161] [CQ:at,qq=1216609161] 感谢感谢",normal
1208,但是我高中也没有午休的习惯,normal
1209,甚至有作业题原题,normal
1210,"之前答辩有点水[CQ:face,id=342][CQ:face,id=342]",normal
1211,有没有能动志愿群啊,normal
1212,怎么会这么快分流,normal
1213,单独咩？,normal
1214,"[CQ:face,id=344,type=sticker]",normal
1215,不是大工的,normal
1216,"不累[CQ:face,id=178]",normal
1217,还有一点是软院好像辅导员没通知这个吧,normal
1218,"[CQ:face,id=347]",normal
1219,"[CQ:reply,id=-2029728561][CQ:face,id=344]",normal
1220,那个我以为你出毛概。。,normal
1221,回家平地多舒服,normal
1222,"[CQ:reply,id=-1279700292][CQ:at,qq=2856538959] [CQ:at,qq=2856538959] 你为什么不战而降？?",normal
1223,今天买了wallpaper,normal
1224,"[CQ:reply,id=366356024]上学期上了两次线下",normal
1225,教务说以现场为准,normal
1226,开发区除了三院还有三甲医院吗,normal
1227,"[CQ:reply,id=-570860230]查不了，小学期评奖学金会给你算的",normal
1228,他给你通过了吗,normal
1229,授课什么水平大家都清楚,normal
1230,c语言跟c++考得内容相似吗,normal
1231,"[CQ:reply,id=-896903067][CQ:at,qq=515783489] 真的！我能证明",normal
1232,"[CQ:reply,id=-698303775][CQ:at,qq=390104198] [CQ:at,qq=390104198] 门都关了，不让进",normal
1233,我赶紧润,normal
1234,你真的挺勇敢的,normal
1235,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：469215738，获取更多信息。,fraud
1236,那场大雨毁了我的军训梦,normal
1237,没了,normal
1238,督导张毅,normal
1239,"[CQ:face,id=173][CQ:face,id=173]",normal
1240,"同学们好[CQ:face,id=341]",normal
1241,"[CQ:reply,id=1953001876][CQ:at,qq=3094239050] 你可以试试中科大[CQ:at,qq=3094239050]",normal
1242,时间紧,normal
1243,学长是光电方向的嘛？可以咨询一下吗,normal
1244,？,normal
1245,没成绩就重跑，不及格也重跑,normal
1246,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：837461529，获取更多信息。,fraud
1247,"[CQ:face,id=232]不想活了",normal
1248,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：684215937，快来了解一下,fraud
1249,我也是,normal
1250,真想回家当老师,normal
1251,你明年就没有了,normal
1252,"[CQ:reply,id=1035161735]小学期选不用考试",normal
1253,请问今天有孙伟峰老师的课嘛，几点到几点呀求,normal
1254,让老师给个面子,normal
1255,可能是跑前没热身,normal
1256,选早八中午补个觉下午也就没了,normal
1257,你指的是华东还是华中还是华南,normal
1258,不在一个学校就当时觉得异地没法谈,normal
1259,华工毕竟正厅级,normal
1260,不知道被哪些人搬走了,normal
1261,志愿者招募，无需经验，时间灵活，日结200元。加入QQ群：314928567，一起奉献爱心。,fraud
1262,这个可以,normal
1263,再别来了,normal
1264,下会遇到直接挂墙上,normal
1265,老师发的题和书上的内容多看看,normal
1266,"[CQ:reply,id=862509237]不是",normal
1267,能打印资料带进去吗,normal
1268,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：697428513。,fraud
1269,"[CQ:reply,id=1844134430][CQ:at,qq=927738956] [CQ:at,qq=927738956] 让你洗衣做饭带孩子",normal
1270,一回寝室我哭哭,normal
1271,看了看还真出了,normal
1272,第八章那个 设计路灯系统的,normal
1273,难受着呢,normal
1274,问他,normal
1275,勤工俭学，日结200元，无需押金，兼职时间灵活。加入我们的QQ群：264183579，和志同道合的朋友一起工作,fraud
1276,说到底还是基数问题,normal
1277,白交30块钱,normal
1278,我也是,normal
1279,酒吧舞✌?,normal
1280,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：729154638，快来了解一下,fraud
1281,没想象的多啊,normal
1282,sci毕业,normal
1283,春令营前一阵就截止了,normal
1284,他妈的你真是个全能大佬,normal
1285,只要不成功  肯定回不去了,normal
1286,我还记得我表姐坐在浴缸里尿尿的样子,normal
1287,"[CQ:reply,id=-1857358719][CQ:at,qq=1208972618] [CQ:at,qq=1208972618] 主要主办方的环境赛道布置光照情况啥的都不知道",normal
1288,冲突的我也报了,normal
1289,没事了,normal
1290,招募10位勤工俭学同学（男女不限），日结150-200元，线上兼职，无需出校门。欢迎加入QQ群：974852163，一起赚钱,fraud
1291,兼职勤工俭学，工资日结200元，无需出校门。欢迎加入QQ群：732164895，一起赚钱,fraud
1292,噢不对,normal
1293,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：743516289，详聊,fraud
1294,不差这一两年,normal
1295,坑,normal
1296,招募10位勤工俭学同学（男女不限），日结150-200元，线上兼职，无需出校门。欢迎加入QQ群：947382165，一起赚钱,fraud
1297,招募勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。加入QQ群：527194836，一起赚钱,fraud
1298,烧烤摊 黄了,normal
1299,"就算有时候会有一种自己是不是开始喜欢对方的错觉[CQ:face,id=342]",normal
1300,招募10位勤工俭学同学，男女生不限，日结150-200元，线上兼职，无需出校门。加入QQ群：946817523，一起赚钱,fraud
1301,这么抽象,normal
1302,我感觉他应该很逆天,normal
1303,我们只要是跟计算机一起上的课都没人选,normal
1304,不影响我正常毕业就行?,normal
1305,四舍租半天电脑，一直到明天早上,normal
1306,他说他挂的人数符合什么曲线,normal
1307,不知道今年加不加ChatGPT的内容,normal
1308,我就是小班的，孬的一批,normal
1309,"[CQ:reply,id=991166755][CQ:at,qq=2503298807] [CQ:at,qq=2503298807] 太迷了",normal
1310,没系统我怎么知道我多少分,normal
1311,哦哦哦,normal
1312,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：534297618，一起参与公益活动吧,fraud
1313,程明松老师给分高吗？,normal
1314,哈哈哈,normal
1315,"[CQ:face,id=277]",normal
1316,你还能去外校,normal
1317,xjtu不是要来沈阳宣讲吗,normal
1318,5块钱求信息楼研究生帮忙打印一张纸,normal
1319,"这是大智慧[CQ:face,id=76]",normal
1320,"[CQ:face,id=318][CQ:face,id=318]",normal
1321,银行破产咋办,normal
1322,明天我不一定在群里，建议私聊我，告诉我后续发展,normal
1323,希望如此,normal
1324,除非是病理性的,normal
1325,你们有人进了吗，他好像晒非科班,normal
1326,萝卜坑是RoboCon，不是RoboCom,normal
1327,"估计以后读他研究生去实验室晚了，就让你滚出去[CQ:face,id=29]",normal
1328,谁跟你说的,normal
1329,中国平均首次行为年龄：15.9岁,normal
1330,自我以上人人平等，自我以下阶级分明,normal
1331,"我宁愿夏令营华科也不愿九推去上交[CQ:face,id=277]",normal
1332,请问校区周围有什么好的口腔医院,normal
1333,nova8七百出,normal
1334,我从建艺闲着没事跑生工去了,normal
1335,泥工不是有风洞实验室吗,normal
1336,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：785239416，详聊,fraud
1337,"[CQ:at,qq=1068074426] 你太善良了?",normal
1338,我怀疑你老师在筐你,normal
1339,"[CQ:face,id=182][CQ:face,id=182]",normal
1340,我们本来就是黄皮肤,normal
1341,我错过了甚么,normal
1342,请问万良田老师人好吗,normal
1343,现在有点纠结浙大和上交,normal
1344,我字写的太丑了,normal
1345,你就完事了,normal
1346,同问，上学期的体测不及格啊,normal
1347,"[CQ:reply,id=-390554368]嗯，多谢",normal
1348,哥我求你最后一遍,normal
1349,急需勤工俭学，男女生不限，日结200元，线上兼职。加入QQ群：915283647，赶紧加入吧,fraud
1350,真的希望做PPT的能靠谱一些,normal
1351,OK,normal
1352,为啥不来一起考华师,normal
1353,群友们怎么说？,normal
1354,有快感,normal
1355,"[CQ:reply,id=348086240][CQ:at,qq=276207336] [CQ:at,qq=276207336] 请问当时选的是哪个老师呀",normal
1356,"[CQ:face,id=277][CQ:face,id=277]",normal
1357,一般的厂不难找,normal
1358,对纹身，染发不包容，却能包容虐杀动物,normal
1359,要么试试摆烂,normal
1360,"为什么表白会被拒绝[CQ:face,id=343]",normal
1361,反正就是不吃晚饭，每天晚上锻炼一个小时,normal
1362,还能实习两年,normal
1363,男性睾酮素是女性的15～25倍,normal
1364,反正计算机是这样的,normal
1365,面试没什么，主要收不到面试,normal
1366,大三小学期考不考试啊,normal
1367,哪个难,normal
1368,不想去,normal
1369,你在什么圈子 你圈子里就是什么人,normal
1370,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：635289174。,fraud
1371,好的哥,normal
1372,既然专硕好申请点，学硕和专硕学的还差不太多，咋不申请专硕捏,normal
1373,"[CQ:face,id=338,type=sticker]",normal
1374,问问体育老师,normal
1375,"[CQ:face,id=277]",normal
1376,挺严格的,normal
1377,最大的官是哪呀,normal
1378,sing,normal
1379,"[CQ:face,id=267][CQ:face,id=267]佬们看看这个方向有前途不",normal
1380,"想问一下Jason老师给分高嘛[CQ:face,id=324]",normal
1381,哈深规模小,normal
1382,关键没抄,normal
1383,但是感觉被骗了（）,normal
1384,"[CQ:reply,id=-1925833185][CQ:at,qq=542844207] 结",normal
1385,你问问你前几届学长学姐干了啥,normal
1386,https://github.com/NAOSI-DLUT/DLUT_SE_Courses,normal
1387,感觉好尴尬,normal
1388,没事就轻松,normal
1389,主要是太热了,normal
1390,长安十二时辰最火了吧,normal
1391,去年明明测了bmi,normal
1392,太荒谬啦,normal
1393,确实,normal
1394,但可以攒经历,normal
1395,请问有没有人捡到我的玉兰卡,normal
1396,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：712365849，详聊,fraud
1397,nku 还要做任务,normal
1398,大超可能有,normal
1399,可还是听见了你说不可能,normal
1400,"我可以加价[CQ:face,id=277]",normal
1401,我忘了,normal
1402,"要交大作业[CQ:face,id=277]",normal
1403,都考了,normal
1404,管理人都不在,normal
1405,我真的是在大工软院,normal
1406,没书读了,normal
1407,大学脱单真难,normal
1408,不挂就行,normal
1409,下午一点半到四点半,normal
1410,那也是,normal
1411,"杨亚文的俄苏经典电影及文学艺术欣赏咋样哇[CQ:face,id=13]",normal
1412,自己怎么查自己的文体积分啊,normal
1413,选的英2,normal
1414,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：937258416，赶紧加入吧,fraud
1415,确实，p是啥意思,normal
1416,"[CQ:reply,id=1735749396][CQ:at,qq=1007117412] 往年",normal
1417,软测是做个web项目就行,normal
1418,你不攻击他我要攻击你了,normal
1419,刚分手肯定会觉得寂寞,normal
1420,"[CQ:reply,id=1286820840]先右键C盘 属性 磁盘清理 浅浅清一下 再关闭电脑的休眠文件 这样能获得几个G以上的空间 再下个ccleaner 让它来帮你清理C盘[CQ:face,id=270]",normal
1421,志愿者招募，无需经验，时间灵活，日结200元。加入QQ群：362895471，一起奉献爱心。,fraud
1422,"[CQ:reply,id=1037941907]在哪打",normal
1423,要健康干嘛,normal
1424,密码在哪啊,normal
1425,"[CQ:reply,id=1830835556][CQ:at,qq=3565476166] [CQ:at,qq=3565476166] 你不是一个人",normal
1426,共产主义，有女共享嘛,normal
1427,比赛项目里队员不积极怎么办,normal
1428,为啥啊,normal
1429,"[CQ:reply,id=972512193][CQ:at,qq=2596630683] 电信院",normal
1430,看看贾振元,normal
1431,大连24在辽宁还是有统治力的,normal
1432,创业管理怎么样啊,normal
1433,b站有个叫果果队长的就是黄黑皮，穿的也超好看的,normal
1434,enfp,normal
1435,顶不住，恶心,normal
1436,是不了一点,normal
1437,"弯不可以嘛[CQ:face,id=107]",normal
1438,你怎么做的这么快找到的,normal
1439,问就是区间可变化,normal
1440,不能,normal
1441,"[CQ:face,id=5][CQ:face,id=5][CQ:face,id=5][CQ:face,id=5]",normal
1442,所以士力架到底是谁的,normal
1443,分流之后前两名就可以，再搞点科研,normal
1444,30不好说,normal
1445,密院跟普通的有啥区别啊,normal
1446,我同学参与他的项目,normal
1447,软微,normal
1448,是,normal
1449,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：538179642，获取更多信息。,fraud
1450,确实模拟面试,normal
1451,千兆,normal
1452,我真顶不住,normal
1453,没有乐趣的性爱是精神负担,normal
1454,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：618294357。,fraud
1455,码农时薪可能还没老师高,normal
1456,我们教了也都忘了,normal
1457,啊啊？可以吧,normal
1458,只能大三测,normal
1459,选哪个都行,normal
1460,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：785421639，详聊,fraud
1461,那就是你学长,normal
1462,人民群众认可的文化才算是文化,normal
1463,多删一会,normal
1464,?,normal
1465,但我去不了,normal
1466,我任何体测项目的任何成绩全都没有录上,normal
1467,"[CQ:reply,id=932106528]哪7栋啊",normal
1468,要把我抢走,normal
1469,轻轨,normal
1470,"[CQ:face,id=182][CQ:face,id=182][CQ:face,id=182][CQ:face,id=182]",normal
1471,可以,normal
1472,好的呢,normal
1473,没事学弟 大二好好学 学完了就会感觉日语提升挺大的了,normal
1474,"[CQ:reply,id=-551099713][CQ:at,qq=2135856113] 使用无敌的ai",normal
1475,别的方面至少还说得过去，不上不下,normal
1476,当黄毛吧,normal
1477,只能说很多好看的衣服对身材要求极高,normal
1478,跑,normal
1479,我大一没及格也得了成绩,normal
1480,分,normal
1481,"周围有什么理发店推荐吗[CQ:face,id=344]",normal
1482,6年纪又有了,normal
1483,我怎么是驴子,normal
1484,崔国繁学长,normal
1485,ok,normal
1486,这学期有慕课吗,normal
1487,怎么都是神,normal
1488,我至今忘不了那天的震撼,normal
1489,物美价廉,normal
1490,"[CQ:reply,id=906559680][CQ:at,qq=2412211399] 讲座吧[CQ:at,qq=2412211399]",normal
1491,我要是一直躺着，一天只需要吃一顿,normal
1492,那你们实习都咋整的啊，线下了，这没法翘啊,normal
1493,布朗这场纯战犯,normal
1494,在大工电院保研率不高。,normal
1495,不知道是不是我电脑的问题,normal
1496,别撬,normal
1497,a区一共10张小圆桌,normal
1498,出鞋柜，6r,normal
1499,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：523796814。,fraud
1500,好地方,normal
1501,体育选水的就行,normal
1502,每日智商下滑,normal
1503,小学期可能没事还有考试,normal
1504,招募10位勤工俭学同学（男女不限），日结150-200元，线上兼职，无需出校门。欢迎加入QQ群：926514738，一起赚钱,fraud
1505,那就二战加油呗,normal
1506,单世民上课折磨,normal
1507,"[CQ:reply,id=1380017128]少上网",normal
1508,两个系的电子科学与技术方向不同,normal
1509,确实,normal
1510,你不知道也还好，知道了还这样那你就也有错误了,normal
1511,跑分贼恐怖,normal
1512,。。。。。。,normal
1513,我怎么不知道,normal
1514,八级大狂风,normal
1515,目标检测,normal
1516,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：527913846，快来了解一下,fraud
1517,小学期没课太无聊了,normal
1518,"好的[CQ:face,id=344][CQ:face,id=344][CQ:face,id=344]谢谢",normal
1519,是吧,normal
1520,给我搓硬了,normal
1521,西交群名场面（）,normal
1522,"欢迎新人[CQ:face,id=178]",normal
1523,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：617293845，快来了解一下,fraud
1524,真愿打愿挨,normal
1525,小样本,normal
1526,"[CQ:at,qq=576405807]",normal
1527,自己经常快十二点去买喝的,normal
1528,15r找同学从宿舍拿个东西到生活区门口 急,normal
1529,但去年有邀请赛好像也有国奖,normal
1530,"[CQ:face,id=277]",normal
1531,难道一个内向的人一定要变得开朗才能有人喜欢吗,normal
1532,我还想保存来着,normal
1533,你?电信还是挺好去华武的吧,normal
1534,你们实验班不限制保内么？,normal
1535,俩人高考都超常发挥,normal
1536,我就一米五,normal
1537,说是能捞,normal
1538,"[CQ:reply,id=560196243]美国派美国派！",normal
1539,老师能不能出点难的题，这些题太简单了,normal
1540,可以不参加夏令营吗,normal
1541,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：628491537。,fraud
1542,兼职勤工俭学，每日结算，待遇优厚。加入QQ群：628491735，详聊,fraud
1543,好的谢谢,normal
1544,这多累啊,normal
1545,反正也不录进去,normal
1546,然后呢,normal
1547,清华好多夏令营也不发offer,normal
1548,"[CQ:face,id=317][CQ:face,id=317]",normal
1549,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：738612945，快来了解一下,fraud
1550,今天是马丁的早晨,normal
1551,彳亍,normal
1552,哈哈哈哈哈哈哈哈哈哈哈哈哈哈啃食,normal
1553,吕,normal
1554,"变大变小真的奇妙[CQ:face,id=277]",normal
1555,群里几十个985，几百个211,normal
1556,管他的，到时候再说,normal
1557,周敬尧是吧,normal
1558,那就说,normal
1559,?,normal
1560,模电数电,normal
1561,tql,normal
1562,哈哈哈哈哈哈哈哈,normal
1563,但是不算保研加权分,normal
1564,石楠花茶,normal
1565,"[CQ:reply,id=-733483365][CQ:at,qq=2667509169] [CQ:at,qq=2667509169] 如果有论文还有专利好像可以试试",normal
1566,我感觉课业压力没有那么大,normal
1567,外卖配送费都能干一瓶柠檬水了,normal
1568,跨保去的宇航,normal
1569,非常厉害,normal
1570,得不偿失,normal
1571,我抄，neu✌️,normal
1572,群里刚刚就差点对立起来了。。。,normal
1573,惩罚一下小仙女，好吗,normal
1574,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：824619573，获取更多信息。,fraud
1575,USTC,normal
1576,牛逼,normal
1577,身边确实一堆本校的,normal
1578,gg,normal
1579,以前考试随便混过去就行,normal
1580,勤工俭学机会来啦，日结180元，无需押金，线上兼职。加入我们的QQ群：421395876，和小伙伴们一起赚外快吧,fraud
1581,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：823745196，赶紧加入吧,fraud
1582,求社会主义发展史复习资料,normal
1583,我已经知道绵羊是谁了,normal
1584,要新开的班吧,normal
1585,真别来了，答辩已经挂了，别的学院处处为学生想，我们真的是三不管,normal
1586,南大多吊啊,normal
1587,西索,normal
1588,海事？,normal
1589,"[CQ:reply,id=-99569113][CQ:at,qq=1445548086] [CQ:at,qq=1445548086] 我也听说是",normal
1590,狠狠羡慕,normal
1591,"[CQ:reply,id=-1285777695]他们是什么样子",normal
1592,别闹,normal
1593,软件的课就是水,normal
1594,唔大创是不是强制报互联网+,normal
1595,有成就感,normal
1596,不过原来电信计算机二级也用处不大吗,normal
1597,就我打听到的,normal
1598,不到60不能毕业吗,normal
1599,听别人说是30％,normal
1600,??,normal
1601,呃呃点错了,normal
1602,这种估计是天才少年那水平,normal
1603,软国✌是你们软件的能碰瓷的？,normal
1604,我想开摆,normal
1605,外卖那个吗,normal
1606,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：835197426，赶紧加入吧,fraud
1607,急需勤工俭学，日结180元，无需押金，线上兼职。欢迎加入QQ群：925836714，一起赚外快吧,fraud
1608,坏女人??,normal
1609,弟弟，你也不想你发资源的事情被大家知道吧,normal
1610,"[CQ:reply,id=2085141380]6",normal
1611,很好,normal
1612,"希望新校长不要重蹈覆辙吧[CQ:face,id=178]",normal
1613,从A1.1-B2.2,normal
1614,志愿者招募，无需经验，时间灵活，日结200元。加入QQ群：327418569，一起奉献爱心。,fraud
1615,招募志愿者，无需经验，时间灵活，日结150元。加入QQ群：417638592，一起为社会贡献力量。,fraud
1616,一般挂了的不都有补考么,normal
1617,兼职勤工俭学，每日结算，待遇优厚。加入QQ群：629438175，详聊,fraud
1618,同学们好，这是我们学校勤工俭学协会服务中心的QQ群，想做兼职的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：613849257。,fraud
1619,"你在暗示什么，你想暗示什么[CQ:face,id=11]",normal
1620,感觉想拿大奖至少得打2年,normal
1621,大一上学期没好好学,normal
1622,勤工俭学，日结180元，无需押金，兼职时间灵活。加入我们的QQ群：498325716，和志同道合的朋友一起工作,fraud
1623,去上课还凉飕飕的,normal
1624,名气比较小,normal
1625,我把其他群免打扰了,normal
1626,6,normal
1627,有没有人有想法？,normal
1628,群里怎么这么多神?,normal
1629,啊啊啊，如果正考记错时间没去怎么办,normal
1630,好喜欢小兔,normal
1631,性格能改,normal
1632,也是考试吗,normal
1633,能甩干,normal
1634,我一直觉得女孩子都是美的,normal
1635,练的好了,normal
1636,还能变身，跟左慈似的,normal
1637,期末不重要，反正这点课已经不影响绩点跑,normal
1638,还要做飞书的任务来着,normal
1639,"[CQ:face,id=277][CQ:face,id=277]",normal
1640,招募10位勤工俭学同学（男女不限），日结150-200元，线上兼职，无需出校门。欢迎加入QQ群：932571864，一起赚钱,fraud
1641,是啊，没话找话那确实尴尬,normal
1642,"分享到班级群了，为我们拉拉人[CQ:face,id=182][CQ:face,id=182][CQ:face,id=182]",normal
1643,是,normal
1644,"有没有经管的同学[CQ:face,id=263]",normal
1645,而我喜欢去偷偷吃别人瓜,normal
1646,对了，大家电子系都学java吗,normal
1647,"最近（[CQ:face,id=277]）",normal
1648,也有工作的,normal
1649,"[CQ:face,id=277]?",normal
1650,保研应该会轻松点。,normal
1651,"[CQ:face,id=344][CQ:face,id=344]",normal
1652,我觉得很恶,normal
1653,但是浙大直博，上交硕士，所以我也很纠结,normal
1654,知道为什么自动贩卖机没了,normal
1655,毕业照要拍好看些,normal
1656,急需勤工俭学，男女生不限，日结180元，线上兼职。加入QQ群：738196452，赶紧加入吧,fraud
1657,盘锦校区机房里的题库和主校区一样吗,normal
1658,大腿主要是得有些肌肉,normal
1659,上学期健美操也测了啊,normal
1660,放弃保研名额去的,normal
1661,"[CQ:reply,id=-539791316][CQ:at,qq=3522667062] 再过一年和现在也差不多[CQ:face,id=312]",normal
1662,打电话给教务处说是补测安排在大三测完50米之后,normal
1663,上了一个学期，我还不知道她长啥样,normal
1664,还有早八考,normal
1665,有工图c考试题型吗,normal
1666,这啥情况,normal
1667,找一个早八代课,normal
1668,海阔凭鱼跃 资源受限也能干点别的,normal
1669,有空调啊,normal
1670,和智障,normal
1671,不知道，有点迷，只能慢慢找,normal
1672,我怎么收到了200,normal
1673,国奖应该要求更严格,normal
1674,I am lonely lonely lonely,normal
1675,今年没开么？,normal
1676,有认识王云赫老师吗？,normal
1677,你是包皮过长吗，去做个包皮？,normal
1678,"学不了一点化学[CQ:face,id=300]",normal
1679,这学期碰到了个王庆勇的散打,normal
1680,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：618392457。,fraud
1681,有人知道吗,normal
1682,"[CQ:face,id=344][CQ:face,id=344]?",normal
1683,"收双语离散上期末题[CQ:face,id=297][CQ:face,id=297]",normal
1684,然后和女同学试过,normal
1685,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：731846529，详聊,fraud
1686,"[CQ:face,id=107]没收到就是没入吗，那鼠鼠就放弃幻想了",normal
1687,别一直强调舔你,normal
1688,后代就能少点竞争,normal
1689,大二闲得一批,normal
1690,开发区缺文科专业,normal
1691,但小学期前就要申请了,normal
1692,neu点击就送,normal
1693,掉10%了,normal
1694,收拯救者包装盒,normal
1695,都需要学些什么吗？,normal
1696,辽宁是B卷一道题省二，两道题省一,normal
1697,"[CQ:reply,id=1461202426]你就骂他贱",normal
1698,考前速成,normal
1699,唔,normal
1700,"[CQ:face,id=178]",normal
1701,急了急了,normal
1702,感觉健身的男生确实蛮帅的,normal
1703,还有一天？,normal
1704,你说的对，但是《原神》是由米哈游自主研发的一款全新开放世界冒险游戏。游戏发生在一个被称作「提瓦特」的幻想世界，在这里，被神选中的人将被授予「神之眼」，导引元素之力。你将扮演一位名为「旅行者」的神秘角色，在自由的旅行中邂逅性格各异、能力独特的同伴们，和他们一起击败强敌，找回失散的亲人——同时，逐步发掘「原神」的真相。,normal
1705,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：732561849，赶紧加入吧,fraud
1706,我都快自闭了,normal
1707,看sheet2,normal
1708,6,normal
1709,打游戏啥还得靠电脑,normal
1710,"[CQ:reply,id=1605681901][CQ:at,qq=1462992421] 谁找到了说一声啊",normal
1711,大英,normal
1712,明...早???,normal
1713,就是不想看父母脸色了,normal
1714,注意肾体,normal
1715,佬说得对,normal
1716,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：613728459。,fraud
1717,被刷了,normal
1718,包含(30G全国流量+30G视频专属流量+30g本地流量+200g校园流量),normal
1719,饼干儿童节快乐,normal
1720,【王源演唱会大量女生穿婚纱喊“我们结婚吧”演唱会变集体婚礼现场-哔哩哔哩】 https://b23.tv/WJVzmvM,normal
1721,太傻逼了,normal
1722,你小子,normal
1723,不要老坛酸菜的,normal
1724,考研还排名靠后，就怕遇到水平不行又push还要抢一作的,normal
1725,懂了，字节sp是吧,normal
1726,"[CQ:at,qq=2788869118]",normal
1727,我rank只有6%这样?,normal
1728,"最后去了西交[CQ:face,id=300]",normal
1729,出暑假社会实践躺平床位，啥也不用干，安安心心开摆，快快乐乐结项。,normal
1730,我都喜欢吸舌头,normal
1731,他说没有补测,normal
1732,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：732416958，赶紧加入吧,fraud
1733,"qhd165售后得两千块吧[CQ:face,id=185]",normal
1734,"[CQ:face,id=178]说不定老八从那以后再也没上了媳妇儿的床",normal
1735,"[CQ:reply,id=-969092887][CQ:at,qq=927738956] [CQ:at,qq=927738956] 都rank1了[CQ:face,id=277]",normal
1736,复试压力也许小点,normal
1737,老许,normal
1738,还是要去一下的,normal
1739,老虎斌斌班c++平均分60.2分,normal
1740,100求代跑腿送东西送到大连医科大学第一附属医院金普院区,normal
1741,根据我以往的恋爱经验来看,normal
1742,永远留在大工,normal
1743,阶段就是让没及格的有个及格的机会吧,normal
1744,上一届怎么没有华五,normal
1745,"哥们你sdu＝山东四非？[CQ:at,qq=1366514757]",normal
1746,收大英四欧洲历史与政治期末题,normal
1747,"xdm 西交人机所有夏令营不 还是只有预推免呢 要提前找老师嘛[CQ:face,id=34]",normal
